id_sppg,nama,prov,kab,kec,desa,alamat,lat,lon,presisi,kode_kab_bps,kode_kec_bps
S00001,SPPG Kebumen Buayan Rangkah,JAWA TENGAH,KEBUMEN,BUAYAN,ADIWARNO,"Jl. Karangbolong,Adiwarno, Kec. Buayan, Kabupaten Kebumen, Jawa Tengah, Rangkah, Buayan, Kab. Kebumen, Jawa Tengah",-7.64387,109.46161,kecamatan,3305,3305020
S00002,SPPG Tanah Laut Tambang Ulang Sungai Pinang,KALIMANTAN SELATAN,TANAH LAUT,TAMBANG ULANG,SUNGAI PINANG,Jl. Kebun Karet H. Abidin Rt 002 Rw 001 Desa Sungai Pinang Kec. Tambang Ulang Kab. Tanah Laut,-3.64007,114.78553,kecamatan,6301,6301050
S00003,SPPG Kota Batam Sagulung Tembesi 1,KEPULAUAN RIAU,KOTA BATAM,SAGULUNG,TEMBESI,"Jl Letjen Suprapto, Daerah Mall Top 100 Tembesi (Depan Rusunawa)",1.0367,103.94921,kecamatan,2171,2171041
S00004,SPPG Kebumen Prembun Tunggalroso,JAWA TENGAH,KEBUMEN,PREMBUN,TUNGGALROSO,Desa Tunggalroso Kecamatan Prembun Kabupaten Kebumen Jawa Tengah,-7.70577,109.78893,kecamatan,3305,3305090
S00005,SPPG Cianjur Sukaluyu Sindangraja,JAWA BARAT,CIANJUR,SUKALUYU,SINDANGRAJA,Jl. Raya Cibogo Bandung Jonggol sindangraja sukaluyu cianjur Jawa Barat,-6.80308,107.23709,kecamatan,3203,3203150
S00006,SPPG Kota Kupang Maulafa Maulafa,NUSA TENGGARA TIMUR,KOTA KUPANG,MAULAFA,MAULAFA,"Jln. Fetor feonay, Rt 16/ Rw 06,Kel. Maulafa,Kec. Maulafa,Kota Kupang,NTT",-10.20326,123.62877,kecamatan,5371,5371020
S00007,SPPG Simalungun Gunung Maligas Karang Sari,SUMATERA UTARA,SIMALUNGUN,GUNUNG MALIGAS,KARANG SARI,"Jl. Purwo Huta Tiga, Karang Sari, Kec. Gunung Maligas, Kab. Simalungun, Sumatera Utara",3.04841,99.15669,kecamatan,1209,1209162
S00008,SPPG Sukabumi Cibadak Pamuruyan 2,JAWA BARAT,SUKABUMI,CIBADAK,PAMURUYAN,"Jl. Pamuruyan Leuweung Datar, Desa Pamuruyan, Kec. Cibadak, Kab. Sukabumi, Jawa Barat",-6.56667,106.95,kecamatan,3202,3202210
S00009,SPPG Muna Barat Tiworo Utara Tondasi,SULAWESI TENGGARA,MUNA BARAT,TIWORO UTARA,TONDASI,"Jl. Poros Tondasi, Desa Tondasi, Kecamatan Tiworo Utara, Kabupaten Muna Barat, Sulawesi Tenggara",-4.67044,122.37309,kecamatan,7413,7413050
S00010,SPPG Kota Surakarta Banjarsari Kadipiro 3,JAWA TENGAH,KOTA SURAKARTA,BANJARSARI,KADIPIRO,"Jl. Kerinci No 20, Banjarsari, Kec. Banjarsari, Kota Surakarta, Jawa Tengah",-7.49651,108.60569,kecamatan,3372,3372050
S00011,SPPG Kepulauan Sangihe Tahuna Timur Tapuang,SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,TAPUANG,"Jl. Tapuang Muka, Tapuang, Kecamatan Tahuna, Kabupaten Kepulauan Sangihe, Sulawesi Utara",3.59489,125.50558,kecamatan,7103,7103091
S00012,SPPG Kulon Progo Galur Pandowan,DI YOGYAKARTA,KULON PROGO,GALUR,PANDOWAN,"Padukuhan I RT 07 RW 04 Pandowan, Galur , Kulon Progo , Yogyakarta",-7.95072,110.2029,kecamatan,3401,3401040
S00013,SPPG Kampar Kampar Kiri Hilir Sungai Pagar 2,RIAU,KAMPAR,KAMPAR KIRI HILIR,SUNGAI PAGAR,"Jl. Sungai Pagar Mentulik Km.2,5 Desa Sungai Pagar, Kecamatan Kampar Kiri Hilir, Kabupaten Kampar, Riau",0.10983,101.47935,kecamatan,1406,1406012
S00014,SPPG Klaten Klaten Tengah Klaten 2,JAWA TENGAH,KLATEN,KLATEN TENGAH,KLATEN,"Jl. Pramuka, Pondok, Klaten, Kec. Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57411",-7.717,110.61093,kecamatan,3310,3310720
S00015,SPPG Malang Ngantang Sumberagung 2,JAWA TIMUR,MALANG,NGANTANG,SUMBERAGUNG,"Jl. Raya Sumberagung Rt 008 Rw 002, Kebonsari, Sumberagung, Kecamatan Ngantang, Kabupaten Malang, Jawa Timur",-7.89733,112.36413,kecamatan,3507,3507320
S00016,SPPG OKI Lempuing Jaya Muktisari,SUMATERA SELATAN,OGAN KOMERING ILIR,LEMPUING JAYA,MUKTISARI,"Desa Mukti Sari Bambu Kuning, RT 09 RW 03, Kecamatan Lempuing Jaya, Kabupaten Ogan Komering Ilir, Provinsi Sumatera Selatan",-3.6574,104.89217,kecamatan,1602,1602011
S00017,SPPG Kota Batam Batam Kota Sungai Panas 2,KEPULAUAN RIAU,KOTA BATAM,BATAM KOTA,SUNGAI PANAS,"Jl. Raja H. Fisabilillah, Sungai Panas. Kota Batam",1.04563,104.03045,kecamatan,2171,2171051
S00018,SPPG Aceh Utara Meurah Mulia Gampong Teungoh,ACEH,ACEH UTARA,MEURAH MULIA,BEURINGEN,"Jalan Putroe Beutong, Gampong Beuringen, Kecamatan Meurah Mulia, Kabupaten Aceh Utara, Aceh 24372",5.07172,97.21136,kecamatan,1111,1111050
S00019,SPPG Sidoarjo Waru Pepelegi,JAWA TIMUR,SIDOARJO,WARU,PEPELEGI,"Jl. Joyoboyo No.66, Legi, Pepelegi, Waru, Kab. Sidoarjo, Jawa Timur",-7.35114,112.76884,kecamatan,3515,3515140
S00020,SPPG Gresik Driyorejo Driyorejo 2,JAWA TIMUR,GRESIK,DRIYOREJO,DRIYOREJO,"Jl. Kh Abdurohim 01 Desa Driyorejo, Kec. Driyorejo, Kab. Gresik, Jawa Timur",-7.34455,112.60795,kecamatan,3525,3525020
S00021,SPPG Cilacap Adipala Doplang 3,JAWA TENGAH,CILACAP,ADIPALA,DOPLANG,"Jl. Kartini Desa Doplang, Kecamatan Adipala, Kabupaten Cilacap, Jawa Tengah",-7.66667,109.15,kecamatan,3301,3301150
S00022,SPPG Kota Pasuruan Panggungrejo Pekuncen 3,JAWA TIMUR,KOTA PASURUAN,PANGGUNGREJO,PEKUNCEN,"Jl. Pahlawan No.29, Pekuncen, Kec. Panggungrejo, Kota Pasuruan, Jawa Timur",-8.24836,112.26225,kecamatan,3575,3575031
S00023,SPPG Balangan Lampihong Tampang,KALIMANTAN SELATAN,BALANGAN,LAMPIHONG,TAMPANG,Desa Tampang Kecamatan Lampihong Kabupaten Balangan Kalimantan Selatan,-2.3481,115.40227,kecamatan,6311,6311010
S00024,SPPG Banjar Simpang Empat Cabi,KALIMANTAN SELATAN,BANJAR,SIMPANG EMPAT,CABI,"Jl. A. Yani 15 Km 65 Rt 01, Desa Cabi, Kec. Simpang Empat, Kab. Banjar, Kalimantan Selatan",-3.31667,115.08333,kabkota,6303,6303120
S00025,SPPG Sampang Karangpenang Tlambah 4,JAWA TIMUR,SAMPANG,KARANGPENANG,TLAMBAH,"Dsn Tlambah Tengah, Ds Tlambah kec. Karang Penang Kab.Samag Jawa timur",-7.02338,113.37045,kecamatan,3527,3527101
S00026,SPPG Lampung Tengah Terbanggi Besar Nambah Dadi,LAMPUNG,LAMPUNG TENGAH,TERBANGGI BESAR,NAMBAH DADI,"Dusun Nambah Harum, Nambah Dadi, Kecamatan Terbanggi Besar, Kabupaten Lampung Tengah, Lampung",-4.88274,105.217,kecamatan,1805,1805080
S00027,SPPG Indramayu Tukdana Kerticala,JAWA BARAT,INDRAMAYU,TUKDANA,KERTICALA,"Blok Puskesmas RT 013 RW 003, Desa Kerticala, Kecamatan Tukdana, Kabupaten Indramayu, Provinsi Jawa Barat",-6.56483,108.27334,kecamatan,3212,3212061
S00028,SPPG Bogor Tajurhalang Tajurhalang 5,JAWA BARAT,BOGOR,TAJURHALANG,TAJURHALANG,"Jl. Jatayu, Kampung Karet No.3 Rt 001 Rw 011, Desa Tajur Halang, Kecamatan Tajur Halang, Kabupaten Bogor, Jawa Barat",-6.46474,106.7595,kecamatan,3201,3201221
S00029,SPPG Sampang Ketapang Ketapang Timur 2,JAWA TIMUR,SAMPANG,KETAPANG,KETAPANG TIMUR,"Jl. Raya Torowan, Ketapang Timur, Kec. Ketapang, Kab. Sampang, Jawa Timur",-7.05,113.25,kabkota,3527,3527110
S00030,SPPG Jakut Cilincing Rorotan 8,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,CILINCING,ROROTAN,"Jl. Sungai Kendal No 120 Rt 001 Rw 08 Kel. Rorotan, Kec. Cilincing, Kota Adm. Jakarta Utara, Dki Jakarta",-6.12143,106.94767,kecamatan,3175,3175060
S00031,SPPG Kota Metro Metro Utara Purwosari 4,LAMPUNG,KOTA METRO,METRO UTARA,PURWOSARI,"Jl. Walet No.67, RT 021 RW 03, Kel. Purwosari, Kec. Metro Utara, Kota Metro, Lampung",-5.0775,105.30726,kecamatan,1872,1872023
S00032,SPPG Sukabumi Palabuhanratu Jayanti,JAWA BARAT,SUKABUMI,PALABUHANRATU,JAYANTI,"Kampung Jayanti Rt 001 Rw 004, Desa Jayanti, Kecamatan Palabuhanratu Kabupaten Sukabumi, Provinsi Jawa Barat",-6.99582,106.54957,kecamatan,3202,3202110
S00033,SPPG Kota Kendari Mandonga Korumba,SULAWESI TENGGARA,KOTA KENDARI,MANDONGA,KORUMBA,"Jl. Made Sabara, Kelurahan Korumba, Kecamatan Mandonga, Kota Kendari, Sulawesi Tenggara",-3.9415,122.50899,kecamatan,7471,7471010
S00034,SPPG Karanganyar Gondangrejo Jatikuwung,JAWA TENGAH,KARANGANYAR,GONDANGREJO,JATIKUWUNG,"Jl. Azzaria Raya, Gondangrejo, Jatikuwung, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah",-7.49551,110.84337,kecamatan,3313,3313130
S00035,SPPG Kota Serang Taktakan Sepang,BANTEN,KOTA SERANG,TAKTAKAN,SEPANG,"Jl. 45 Kigede Link Kubang Cowe Rt.04 Rw.02 Kel. Sepang Kec. Taktakan Kota Serang, Banten",-6.1277,106.09929,kecamatan,3673,3673050
S00036,SPPG Lamongan Lamongan Sukomulyo,JAWA TIMUR,LAMONGAN,LAMONGAN,SUKOMULYO,"JL. Mastrip 81, Sumbermulyo RT002 RW002 Sukomulyo, Lamongan, Jatim",-7.11811,112.41498,kecamatan,3524,3524130
S00037,SPPG Blitar Nglegok Kedawung,JAWA TIMUR,BLITAR,NGLEGOK,NGLEGOK,"Jl. Penataran Rt/Rw 01/05 Desa/Kelurahan Kedawung Kec. Nglegok Kab Blitar, Jawa Timur",-7.99465,112.22648,kecamatan,3505,3505170
S00038,SPPG Pringsewu Sukoharjo Pandan Sari,LAMPUNG,PRINGSEWU,SUKOHARJO,PANDAN SARI,"Pandan Sari, Rt 003 Rw 002, Pandansari, Kec. Sukoharjo, Kab. Pringsewu, Lampung",-5.30188,104.94221,kecamatan,1810,1810060
S00039,SPPG Bogor Cibinong Ciriung,JAWA BARAT,BOGOR,CIBINONG,CIRIUNG,"Jl. Rawa Benteur 2, Lingkungan 01 Citatah Dalam, Rt 02/02 No 11 Kel. Ciriung, Kec. Cibinong, Kab. Bogor, Jawa Barat",-6.49011,106.8307,kecamatan,3201,3201210
S00040,SPPG Pati Margoyoso Cebolek Kidul 1,JAWA TENGAH,PATI,MARGOYOSO,CEBOLEK KIDUL,Jl. Tayu-Juwana Rt.02 Rw.06 Cebolek Kidul Margoyoso Pati,-6.61349,111.05796,kecamatan,3318,3318170
S00041,SPPG Pesawaran Gedong Tataan Negeri Sakti,LAMPUNG,PESAWARAN,GEDONG TATAAN,NEGERI SAKTI,"Jl. Way Ratai Dusun Negeri Tua Rt 004 Rw 002 Desa Negeri Sakti Kec. Gedong Tataan Kab. Pesawaran, Lampung",-5.38063,105.1142,kecamatan,1809,1809050
S00042,SPPG Wonosobo Wonosobo Pagerkukuh,JAWA TENGAH,WONOSOBO,WONOSOBO,PAGERKUKUH,"Jlegong Rt. 002/Rw. 006, Desa Pagerkukuh, Kec. Wonosobo, Kab. Wonosobo, Jawa Tengah",-7.35558,109.91396,kecamatan,3307,3307090
S00043,SPPG Banyumas Purwokerto Selatan Karangpucung,JAWA TENGAH,BANYUMAS,PURWOKERTO SELATAN,KARANGPUCUNG,"Jl. Pembina IV Rt 05 Rw 06 Kelurahan Karangpucung, Kec. Purwokerto Selatan, Kab. Banyumas, Jawa Tengah",-7.44262,109.24152,kecamatan,3302,3302710
S00044,SPPG Sukabumi Cikidang Nangkakoneng,JAWA BARAT,SUKABUMI,CIKIDANG,NANGKAKONENG,"Kampung Nangka Koneng Rt 01 Rw 01, Desa Nangkakoneng, Kec. Cikidang, Kab. Sukabumi, Jawa Barat",-6.90156,106.65271,kecamatan,3202,3202280
S00045,SPPG Nagekeo Aesesa Mbay I,NUSA TENGGARA TIMUR,NAGEKEO,AESESA,MBAY I,"Ameaba, Rt. 015 Rw. 000, Kel. Mbay I, Kecamatan Aesesa, Kab. Nagekeo Nusa Tenggara Timur",-8.59821,121.30841,kecamatan,5318,5318060
S00046,SPPG Madiun Geger Sumberejo,JAWA TIMUR,MADIUN,GEGER,SUMBEREJO,"Jl. Sultan Agung, Karanganyar, Sumberejo, Kec. Geger, Kabupaten Madiun, Jawa Timur 63171",-7.7109,111.52894,kecamatan,3519,3519020
S00047,SPPG Malang Sumberpucung Karangkates,JAWA TIMUR,MALANG,SUMBERPUCUNG,KARANGKATES,"Jl. Jendral Basuki Ahmad, Desa Karangkates, Kabupaten Malang, Jawa Timur, Karangkates, Sumberpucung, Kab. Malang, Jawa Timur",-8.16354,112.48875,kecamatan,3507,3507170
S00048,SPPG Sukabumi Parungkuda Bojongkokosan 4,JAWA BARAT,SUKABUMI,PARUNGKUDA,BOJONGKOKOSAN,"Kampung Pasir Baliung 4.B Rt.03 Rw.04 Desa Bojongkokosan, Kec. Parungkuda, Kab. Sukabumi, Jawa Barat",-6.84115,106.75295,kecamatan,3202,3202260
S00049,SPPG Pesisir Selatan Bayang Kota Berapak,SUMATERA BARAT,PESISIR SELATAN,BAYANG,KOTO BERAPAK,"Jl. Pasar Baru Asam Kumbang, Koto Berapak",-1.25798,100.51836,kecamatan,1302,1302100
S00050,SPPG Kota Pontianak Pontianak Utara Siantan Hilir 3,KALIMANTAN BARAT,KOTA PONTIANAK,PONTIANAK UTARA,SIANTAN HILIR,"Jalan Teluk Sahang, Kelurahan Siantan Hilir, Kecamatan Pontianak Utara, Kota Pontianak, Provinsi Kalimantan Barat",0.0088,109.34263,kecamatan,6171,6171040
S00051,SPPG Bandung Banjaran Kiangroke 4,JAWA BARAT,BANDUNG,BANJARAN,KIANGROKE,"Jl. Pahlawan No. 27 Rt 001 Rw 013, Desa Kiangroke, Kec. Banjaran, Kab. Bandung, Jawa Barat",-7.05554,107.5767,kecamatan,3204,3204160
S00052,SPPG Kota Semarang Gayamsari Pandean Lamper,JAWA TENGAH,KOTA SEMARANG,GAYAMSARI,PANDEAN LAMPER,"Jl. Kelinci Raya Rt 001 Rw 001, Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah",-6.98188,110.44706,kecamatan,3374,3374100
S00053,SPPG Ketapang Sandai Muara Jekak,KALIMANTAN BARAT,KETAPANG,SANDAI,MUARA JEKAK,"Jl. Aur Kuning Sandai Desa Muara Jekak, Kec. Sandai, Kab. Ketapang, Kalimantan Barat",-1.24303,110.56922,kecamatan,6106,6106100
S00054,SPPG Sumedang Sumedang Selatan Kota Kulon 4,JAWA BARAT,SUMEDANG,SUMEDANG SELATAN,KOTA KULON,"Jl. Pangeran Santri No.43, Kota Kulon, Kecamatan Sumedang Selatan, Kabupaten Sumedang, Jawa Barat",-6.85908,107.92028,kecamatan,3211,3211050
S00055,SPPG Tegal Pagerbarang Mulyoharjo,JAWA TENGAH,TEGAL,PAGERBARANG,MULYOHARJO,"Jl. Raya Balapulang Jatibarang Desa Mulyoharjo Rt. 01 Rw. 02 Kec. Pagerbarang, Kab. Tegal, Jawa Tengah",-7.02443,109.05721,kecamatan,3328,3328050
S00056,SPPG Pacitan Pacitan Sirnoboyo,JAWA TIMUR,PACITAN,PACITAN,SIRNOBOYO,RT 03 RW 01 Dusun Ngemplak Desa Sirnoboyo Kec Pacitan Kab Pacitan Jawa Timur Kode Pos 63518,-8.17978,111.10565,kecamatan,3501,3501040
S00057,SPPG Pandeglang Panimbang Mekarjaya 2,BANTEN,PANDEGLANG,PANIMBANG,MEKARJAYA,"Kampung Ciseukeut Barat Rt. 01 Rw. 05 Desa Mekarsari, Kec. Panimbang, Kab. Pandeglang, Banten",-6.53224,105.65298,kecamatan,3601,3601060
S00058,SPPG Lombok Tengah Batukliang Bujak 2,NUSA TENGGARA BARAT,LOMBOK TENGAH,BATUKLIANG,BUJAK,"Dusun Bujak Permai, Desa Bujak Kec. Batukliang, Kab. Lombok Tengah, Nusa Tenggara Barat",-8.62174,116.31314,kecamatan,5202,5202090
S00059,SPPG Gunungkidul Wonosari Baleharjo 3,DI YOGYAKARTA,GUNUNGKIDUL,WONOSARI,BALEHARJO,"Jl. Baron, Purwosari, Baleharjo, Kecamatan Wonosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta",-7.98037,110.59523,kecamatan,3403,3403090
S00060,SPPG Kota Bekasi Bekasi Barat Jakasampurna 6,JAWA BARAT,KOTA BEKASI,BEKASI BARAT,JAKASAMPURNA,"Jl. Patriot Rt 005 Rw 006 B Jakasampurna, Kecamatan Bekasi Barat, Kota Bekasi, Jawa Barat",-6.2382,106.96538,kecamatan,3275,3275060
S00061,SPPG Way Kanan Baradatu Taman Asri,LAMPUNG,WAY KANAN,BARADATU,TAMAN ASRI,"Jl. Sadewa No 51 Kel. Taman Asri , Baradatu, Way Kanan",-4.67724,104.54222,kecamatan,1807,1807020
S00062,SPPG Jember Sumbersari Kranjingan 2,JAWA TIMUR,JEMBER,SUMBERSARI,KRANJINGAN,"Jl. Yos Sudarso No.121, Langsepan, Kranjingan, Kec. Sumbersari, Kab. Jember, Jawa Timur",-8.17066,113.72758,kecamatan,3509,3509720
S00063,SPPG Lamongan Paciran Paciran,JAWA TIMUR,LAMONGAN,PACIRAN,PACIRAN,"Jl. Sendang Desa Paciran Kecamatan Paciran Kabupaten Lamongan 62264 Jawa Timur, Paciran, Paciran, Kabupaten Lamongan, Jawa Timur",-6.8893,112.36358,kecamatan,3524,3524250
S00064,SPPG Bandung Barat Sindangkerta Wangunsari,JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,WANGUNSARI,"Kampung Babakan Mulya Rt.05 Rw.08, Wangunsari, Kec. Sindangkerta, Kab. Bandung Barat, Jawa Barat",-6.99071,107.4003,kecamatan,3217,3217030
S00065,SPPG OKUT Buay Pemuka Peliung Pemetung Besuki,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BUAY PEMUKA PELIUNG,PEMETUNG BESUKI,"Jl. Lintas Kota Baru, Desa Pemetung Besuki, Kecamatan Buay Pemuka Peliung, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan",-4.24002,104.40247,kecamatan,1609,1609020
S00066,SPPG Aceh Tengah Bintang Gele Pulo,ACEH,ACEH TENGAH,BINTANG,GELE PULO,"Kampung Gele Pulo, Kecamatan Bintang, Kabupaten Aceh Tengah, Provinsi Aceh",4.51,96.855,kabkota,1106,1106020
S00067,SPPG Majalengka Sindangwangi Sindangwangi,JAWA BARAT,MAJALENGKA,SINDANGWANGI,SINDANGWANGI,"Blok Kaliwon, Desa Sindangwangi, Kec. Sindangwangi. Kab. Majalengka, Jawa Barat",-6.80562,108.392,kecamatan,3210,3210110
S00068,SPPG Sidoarjo Krembung Mojoruntut,JAWA TIMUR,SIDOARJO,KREMBUNG,MOJORUNTUT,"Jabon Mojoruntut Rt 18 Rw 09 Kec Krembung Kab Sidoarjo, Krembung, Kab. Sidoarjo, Jawa Timur",-7.51971,112.63774,kecamatan,3515,3515030
S00069,SPPG Brebes Brebes Gandasuli,JAWA TENGAH,BREBES,BREBES,GANDASULI,"Jl. Wr. Supratman Gandasuli Brebes, Gandasuli, Kecamatan Brebes, Kabupaten Brebes, Jawa Tengah",-6.85642,109.03938,kecamatan,3329,3329170
S00070,SPPG Bandung Banjaran Ciapus 3,JAWA BARAT,BANDUNG,BANJARAN,CIAPUS,"Kampung Panenjoan Rt02/13 Desa Ciapus, Kec. Banjaran, Kab. Bandung Jawa Barat",-7.05554,107.5767,kecamatan,3204,3204160
S00071,SPPG Kupang Takari Takari,NUSA TENGGARA TIMUR,KUPANG,TAKARI,TAKARI,"Jl. Oesao Bokong, Takari, Kecamatan Takari, Kabupaten Kupang, Nusa Tenggara Timur",-9.86023,124.01958,kecamatan,5303,5303170
S00072,SPPG Manokwari Manokwari Barat Amban,PAPUA BARAT,MANOKWARI,MANOKWARI BARAT,AMBAN,"Jln. Angkasa Mulyono, Amban, Manokwari, Papua Barat",-0.85056,134.04848,kecamatan,9105,9105141
S00073,SPPG Kota Lubuk Linggau Lubuk Linggau Utara I Durian Rampak,SUMATERA SELATAN,KOTA LUBUK LINGGAU,LUBUK LINGGAU UTARA I,DURIAN RAMPAK,"Jl. Lintas Sumatera, Durian Rampak, Kec. Lubuk Linggau Utara I, Kota Lubuk Linggau, Sumatera Selatan",-3.20619,102.86299,kecamatan,1674,1674041
S00074,SPPG Bogor Cibinong Cirimekar,JAWA BARAT,BOGOR,CIBINONG,CIRIMEKAR,"Jl. Raya Jakarta Bogor No.42, Kampung Parung Jambu, Cirimekar, Kec. Cibinong, Kab. Bogor, Jawa Barat",-6.49011,106.8307,kecamatan,3201,3201210
S00075,SPPG Pati Wedarijaksa Tawangharjo,JAWA TENGAH,PATI,WEDARIJAKSA,TAWANGHARJO,"Desa Tawangharjo Rt 4 Rw 2, Kecamatan Wedarijaksa, Kabupaten Pati, Jawa Tengah",-6.69297,111.08181,kecamatan,3318,3318150
S00076,SPPG Gianyar Sukawati Singapadu,BALI,GIANYAR,SUKAWATI,SINGAPADU,"Jl. Puseh Natih, Br. Negari, Desa Singapadu Tengah, Kec. Sukawati, Kab. Gianyar, Bali",-8.60556,115.2805,kecamatan,5104,5104010
S00077,SPPG Jombang Jombang Sambongdukuh 4,JAWA TIMUR,JOMBANG,JOMBANG,SAMBONGDUKUH,"Dusun Sambongsantren, Desa Sambongdukuh, Kec. Jombang, Kab. Jombang, Jawa Timur",-7.57409,112.28609,kecamatan,3517,3517130
S00078,SPPG Kota Cimahi Cimahi Selatan Cibeber 6,JAWA BARAT,KOTA CIMAHI,CIMAHI SELATAN,CIBEBER,"Jl. Kerkof No.214, Cibeber, Kec. Cimahi Selatan, Kota Cimahi, Jawa Barat",-6.90539,107.53276,kecamatan,3277,3277010
S00079,SPPG Purwakarta Campaka Cijunti,JAWA BARAT,PURWAKARTA,CAMPAKA,CIJUNTI,"Kampung Tanjung Garut Rt 003/ 001, Desa Cijunti, Kecamatan Campaka, Kabupaten Purwakarta, Jawa Barat",-7.10124,107.58187,kecamatan,3214,3214110
S00080,SPPG Mamuju Kalukku Sondoang,SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,"Jl. Poros Kalumpang, Sondoang, Kalukku, Kabupaten Mamuju, Sulawesi Barat",-2.60245,119.09254,kecamatan,7604,7604030
S00081,SPPG Bandung Majalaya Biru 7,JAWA BARAT,BANDUNG,MAJALAYA,BIRU,"Kampung Cisapi, Rt 02 Rw 09, Biru, Kec. Majalaya, Kab. Bandung, Jawa Barat",-7.0518,107.74586,kecamatan,3204,3204120
S00082,SPPG Pekalongan Talun Donowangun,JAWA TENGAH,PEKALONGAN,TALUN,DONOWANGUN,"Jl. Donowangun Bangun Kidul, Desa Donowangun, Kec. Talun, Kab. Pekalongan, Jawa Tengah",-7.0319,109.624,kabkota,3326,3326050
S00083,SPPG Cilacap Karangpucung Surusunda,JAWA TENGAH,CILACAP,KARANGPUCUNG,SURUSUNDA,"Desa Surusunda, Kecamatan Karangpucung, Kabupaten Cilacap, Jawa Tengah",-7.37982,108.91457,kecamatan,3301,3301050
S00084,SPPG Karo Munte Kineppen,SUMATERA UTARA,KARO,MUNTE,KINEPPEN,"Kineppen, Kecamatan Munte, Kabupaten Karo, Sumatera Utara",3.11667,98.3,kabkota,1211,1211050
S00085,SPPG Kota Palangka Raya Jekan Raya Menteng 2,KALIMANTAN TENGAH,KOTA PALANGKA RAYA,JEKAN RAYA,MENTENG,Jl. Temanggung Tillung XII No.03 Kota Palangka Raya,-2.19654,113.83468,kecamatan,6271,6271012
S00086,SPPG Cirebon Arjawinangun Arjawinangun 2,JAWA BARAT,CIREBON,ARJAWINANGUN,ARJAWINANGUN,Kebon pring desa Arjawinangun kecamatan Arjawinangun,-6.64034,108.40238,kecamatan,3209,3209200
S00087,SPPG Kota Salatiga Argomulyo Cebongan,JAWA TENGAH,KOTA SALATIGA,ARGOMULYO,CEBONGAN,"Dukuh Cebongan Kel. Cebongan, Kec. Argomulyo, Kota Salatiga, Jawa Tengah",-7.36381,110.50367,kecamatan,3373,3373010
S00088,SPPG Kebumen Kebumen Murtirejo,JAWA TENGAH,KEBUMEN,KEBUMEN,MURTIREJO,"Karang Malang Desa Murtirejo Kec. Kebumen Kab. Kebumen, Jawa Tengah",-7.67619,109.6637,kecamatan,3305,3305120
S00089,SPPG Jepara Tahunan Ngabul 2,JAWA TENGAH,JEPARA,TAHUNAN,NGABUL,"Dukuh Jeruk Gulung, Rt 04 Rw 07 Desa Ngabul, Kec. Tahunan, Kab. Jepara, Jawa Tengah",-6.62268,110.67877,kecamatan,3320,3320070
S00090,SPPG Lampung Timur Sukadana Sukadana Ilir,LAMPUNG,LAMPUNG TIMUR,SUKADANA,SUKADANA ILIR,"Jl. Ki Mas Lk. 3, Desa Sukadana Ilir, Kec. Sukadana, Kab. Lampung Timur, Prov. Lampung",-5.0673,105.5463,kecamatan,1804,1804090
S00091,SPPG Serdang Bedagai Teluk Mengkudu Sialang Buah,SUMATERA UTARA,SERDANG BEDAGAI,TELUK MENGKUDU,SIALANG BUAH,"Jl. Pantai Indah Sialang Buah, Desa Sialang Buah, Kec. Teluk Mengkudu, Kab. Serdang Bedagai, Sumatera Utara",3.54619,99.11241,kecamatan,1218,1218090
S00092,SPPG Muaro Jambi Jambi Luar Kota Muaro Pijoan,JAMBI,MUARO JAMBI,JAMBI LUAR KOTA,MUARO PIJOAN,"Jl. Jambi Muaro Bulian, Simpang Taman Setiti, Desa Muaro Pijoan, Kecamatan Jambi Luar Kota, Kabupaten Muaro Jambi, Jambi",-1.64887,103.4743,kecamatan,1505,1505050
S00093,SPPG Pati Gembong Wonosekar,JAWA TENGAH,PATI,GEMBONG,WONOSEKAR,"Wonosekar, Kecamatan Gembong, Kabupaten Pati, Jawa Tengah",-6.65902,110.93874,kecamatan,3318,3318130
S00094,SPPG Purwakarta Pasawahan Pasawahan 2,JAWA BARAT,PURWAKARTA,PASAWAHAN,PASAWAHAN,"Kp. Bungurjaya RT08/04 Ds. Pasawahan Kec. Pasawahan Kab. Purwakarta, Jawa Barat",-6.57882,107.4736,kecamatan,3214,3214090
S00095,SPPG Garut Sukawening Maripari 2,JAWA BARAT,GARUT,SUKAWENING,MARIPARI,"Maripari, Kecamatan Sukawening, Kabupaten Garut, Jawa Barat",-7.12892,108.01245,kecamatan,3205,3205220
S00096,SPPG Kota Palembang Kalidoni Kalidoni 6,SUMATERA SELATAN,KOTA PALEMBANG,KALIDONI,KALIDONI,"Jl. K.H. Wahab Saidy Rt. 037 Rw. 007, Kalidoni, Kec. Kalidoni, Kota Palembang, Sumatera Selatan",-2.96591,104.81044,kecamatan,1671,1671061
