id_sppg,nama,prov,kab,kec,desa,alamat,lat,lon,presisi,kode_kab_bps,kode_kec_bps
S20249,SPPG Bojonegoro Bojonegoro Mulyoagung,JAWA TIMUR,BOJONEGORO,BOJONEGORO,MULYOAGUNG,"Jl. Lettu Suyitno Desa Mulyo Agung, Kec. Bojonegoro, Kab. Bojonegoro, Jawa Timur",-7.15248,111.88693,kecamatan,3522,3522160
S20250,SPPG Kota Palembang Ilir Barat I Siringagung,SUMATERA SELATAN,KOTA PALEMBANG,ILIR BARAT SATU,SIRINGAGUNG,Jalan Sei Hitam Nomor 1233 RT.002 RW.006 Kel. Siring Agung Kec Ilir Barat I Kota Palembang,-2.98656,104.7171,kecamatan,1671,1671040
S20251,SPPG Kampar Kampar Kiri Tengah Lubuk Sakai,RIAU,KAMPAR,KAMPAR KIRI TENGAH,LUBUK SAKAI,"Jl. Desa Lubuk Sakai, Lubuk Sakai, Kec. Kampar Kiri Tengah, Kab. Kampar, Riau",0.16495,101.32042,kecamatan,1406,1406014
S20252,SPPG Kota Bengkulu Singaran Pati Jembatan Kecil 2,BENGKULU,KOTA BENGKULU,SINGARAN PATI,JEMBATAN KECIL,"Jl. Kapt. Tendean km 6 No. 29A Kel. Jembatan Kecil, Kec. Singaran Pati, Kota Bengkulu",-3.80944,102.29772,kecamatan,1771,1771023
S20253,SPPG Bandung Cileunyi Cileunyi Kulon 5,JAWA BARAT,BANDUNG,CILEUNYI,CILEUNYI KULON,"Jl. Villa Bandung Indah Komplek DPR Desa Cileunyi Kulon, Kec. Cileunyi, Kab. Bandung, Jawa Barat",-6.93166,107.74197,kecamatan,3204,3204290
S20254,SPPG Kota Dumai Dumai Barat Bagan Keladi,RIAU,KOTA DUMAI,DUMAI BARAT,BAGAN KELADI,"Jl. Parit Sadak, Rt. 006, Kel. Bagan Keladi, Kecamatan Dumai Barat, Provinsi Riau",1.67174,101.37715,kecamatan,1473,1473020
S20255,SPPG Tanggamus Talang Padang Banding Agung,LAMPUNG,TANGGAMUS,TALANG PADANG,BANDING AGUNG,"Jl. Lintas Barat Sumatera / Jl. Kota Agung Balimbing Desa Banding Agung, Dusun Perdasuka, Kec. Talang Padang, Kab. Tanggamus, Lampung",-5.38508,104.62349,kabkota,1802,1802040
S20256,SPPG Magelang Dukun Ngadipuro 2,JAWA TENGAH,MAGELANG,DUKUN,NGADIPURO,"Dusun Candigelo, Desa Ngadipuro, Kec. Dukun, Kab. Magelang, Jawa Tengah",-7.53923,110.36663,kecamatan,3308,3308060
S20257,SPPG Purwakarta Sukatani Sukatani,JAWA BARAT,PURWAKARTA,SUKATANI,SUKATANI,"Kampung Cimuntuk Rt 04 Rw 03, Sukatani, Sukatani, Kab. Purwakarta, Jawa Barat",-6.19604,107.16027,kecamatan,3214,3214050
S20258,SPPG Garut Cilawu Desakolot,JAWA BARAT,GARUT,CILAWU,DESAKOLOT,"Jl. Genteng Munjul Rt 002 Rw 005, Desakolot, Cilawu, Kabupaten Garut, Jawa Barat",-7.29895,107.89393,kecamatan,3205,3205140
S20259,SPPG Lombok Timur Selong Sekarteja 1,NUSA TENGGARA BARAT,LOMBOK TIMUR,SELONG,SEKARTEJA,"Jl. Selaparang, No. 08, (Dapur 1) Sekarteja, Sekarteja, Kecamatan Selong, Kabupaten Lombok Timur, Nusa Tenggara Barat",-8.53333,116.53333,kabkota,5203,5203070
S20260,SPPG OKUT Belitang III Dadi Rejo,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,BELITANG III,DADI REJO,"Jl. Desa Dadi Rejo Rt.5 Rw.3 Kec. Belitang 3 Kab. Oku Timur, Prov. Sumatera Selatan, Dadi Rejo, Belitang Iii, Kab. Ogan Komering Ulu Timur, Sumatera Selatan",-4.11455,104.72876,kecamatan,1609,1609070
S20261,SPPG Demak Sayung Sidorejo,JAWA TENGAH,DEMAK,SAYUNG,SIDOREJO,"Desa Sidorejo, Kecamatan Sayung, Kabupaten Demak, Jawa Tengah",-6.92071,110.50963,kecamatan,3321,3321040
S20262,SPPG Cianjur Pacet Sukanagalih 7,JAWA BARAT,CIANJUR,PACET,SUKANAGALIH,"Jl. Hanjawar, Sukanagalih, Kec. Pacet, Kab. Cianjur, Jawa Barat",-7.12049,107.70441,kecamatan,3203,3203220
S20263,SPPG Kota Cirebon Kejaksan Kejaksan 2,JAWA BARAT,KOTA CIREBON,KEJAKSAN,KEJAKSAN,"Jl. Sechmagelung No 5 Rt 01/ Rw 02 Kelurahan Kejaksan, Kecamatan Kejaksan, Kota Cirebon, Jawa Barat",-6.70466,108.55522,kecamatan,3274,3274050
S20264,SPPG Blitar Wonodadi Kunir 2,JAWA TIMUR,BLITAR,WONODADI,KUNIR,"Jl. Pon. Pes Al Kamal No.09 Rt.02 Rw.04 Dusun Cemandi Desa Kunir Kec. Wonodadi Kab. Blitar, Jawa Timur",-8.04759,112.01187,kecamatan,3505,3505210
S20265,SPPG Indramayu Kertasemaya Jengkok 2,JAWA BARAT,INDRAMAYU,KERTASEMAYA,JENGKOK,"Blok Secang Rt 02 Rw 01, Jengkok, Kecamatan Kertasemaya, Kabupaten Indramayu, Jawa Barat",-6.52048,108.36826,kecamatan,3212,3212080
S20266,SPPG Purbalingga Bukateja Wirasaba,JAWA TENGAH,PURBALINGGA,BUKATEJA,WIRASABA,"Jl. Bandara Jb Soedirman, Desa Wirasaba, Kec. Bukateja, Kab. Purbalingga, Jawa Tengah, 53382",-7.43297,109.45566,kecamatan,3303,3303020
S20267,SPPG Pinrang Lanrisang Lanrisang,SULAWESI SELATAN,PINRANG,LANRISANG,LANRISANG,"Jl. Andi Powelloi Lanrisang, Kel. Lanrisang, Kec. Lanrisang, Kab. Pinrang, Sulawesi Selatan",-3.88948,119.56876,kecamatan,7315,7315021
S20268,SPPG Garut Pameungpeuk Jatimulya,JAWA BARAT,GARUT,PAMEUNGPEUK,JATIMULYA,"Jl. Cikanyere Kampung Babakan Jati Rt 003 Rw 013, Jatimulya, Kec. Pameungpeuk, Kab. Garut, Jawa Barat",-7.0192,107.58898,kecamatan,3205,3205070
S20269,SPPG Purworejo Purworejo Mudal,JAWA TENGAH,PURWOREJO,PURWOREJO,MUDAL,"Jl, Ir H Juanda Tegalsari, Kecamatan Purworejo, Kabupaten Purworejo, Jawa Tengah",-7.71358,110.00783,kecamatan,3306,3306060
S20270,SPPG Garut Cilawu Desakolot 2,JAWA BARAT,GARUT,CILAWU,DESAKOLOT,"Jl. Genteng Munjul, Kampung Cimaung Jati, RT 01/RW 03, Desa Kolot, Kecamatan Cilawu, Kabupaten Garut, Jawa Barat",-7.29895,107.89393,kecamatan,3205,3205140
S20271,SPPG Trenggalek Dongko Pandean,JAWA TIMUR,TRENGGALEK,DONGKO,PANDEAN,"RT 054 RW 020, Desa Pandean, Kec. Dongko, Kab. Trenggalek, Jawa Timur",-8.20697,111.54683,kecamatan,3503,3503050
S20272,SPPG Kota Bandung Mandalajati Sindang Jaya 5,JAWA BARAT,KOTA BANDUNG,MANDALAJATI,SINDANG JAYA,"Jl. Sindanglaya No 112 Rt 004 Rw 003 Kel. Sindang Jaya, Kec. Mandalajati, Kota Bandung, Jawa Barat",-6.89755,107.67185,kecamatan,3273,3273142
S20273,SPPG Bandung Cilengkrang Ciporeat 3,JAWA BARAT,BANDUNG,CILENGKRANG,CIPOREAT,"Kampung Pamulihan, Gang Masjid, Desa Ciporeat, Kec. Cilengkrang, Kab. Bandung, Jawa Barat",-6.87226,107.72809,kecamatan,3204,3204300
S20274,SPPG Lampung Barat Way Tenong Pajar Bulan,LAMPUNG,LAMPUNG BARAT,WAY TENONG,PAJAR BULAN,"Jl. Simpang Rigis, No. 15 RT. 001 RW. 007, Lk. Sinar Jaya",-5.04409,104.35592,kecamatan,1801,1801061
S20275,SPPG Gianyar Ubud Kedewatan,BALI,GIANYAR,UBUD,KEDEWATAN,"Jl. Raya Kedewatan, Gang Dukuh Sakti, Desa Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali",-8.49773,115.26301,kecamatan,5104,5104050
S20276,SPPG Kota Bandung Bandung Kulon Gempol Sari,JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,GEMPOL SARI,"Jalan Dirgantara Raya No.9, Gempolsari, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40215",-6.91746,107.61912,kecamatan,3273,3273010
S20277,SPPG Semarang Jambu Jambu,JAWA TENGAH,SEMARANG,JAMBU,JAMBU,"Jambu RT 001, RW 003, Desa Jambu, Kec. Jambu, Kab. Semarang, Jawa Tengah",-7.29478,110.3428,kecamatan,3322,3322080
S20278,SPPG Lampung Timur Braja Selebah Braja Harjosari,LAMPUNG,LAMPUNG TIMUR,BRAJA SELEBAH,BRAJA HARJOSARI,"Jalan Bhayangkara, Dusun 1 Braja Harjosari, RT.4/RW.1, Kec. Braja Selebah, Kab. Lampung Timur, Lampung",-5.20214,105.77033,kecamatan,1804,1804081
S20279,SPPG Tasikmalaya Karangnunggal Cikukulu,JAWA BARAT,TASIKMALAYA,KARANGNUNGGAL,CIKUKULU,"Kampung Tenjosari Rt. 6 Rw. 1, Desa Cikukulu, Kecamatan Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat",-7.62953,108.16659,kecamatan,3206,3206020
S20280,SPPG Kudus Undaan Undaan Lor 2,JAWA TENGAH,KUDUS,UNDAAN,UNDAAN LOR,"Desa Undaan Lor, Kecamatan Undaan, Kabupaten Kudus 59372, Jawa Tengah Indonesia",-6.90674,110.81953,kecamatan,3319,3319040
S20281,SPPG Bulukumba Gantarang Bontomacinna,SULAWESI SELATAN,BULUKUMBA,GANTARANG,BONTOMACINNA,"Kampung Baru Rt.001/Rw.001, Bontomacinna, Gantarang, Kab. Bulukumba, Sulawesi Selatan",-5.529,120.13583,kecamatan,7302,7302010
S20282,SPPG Bogor Cibinong Pakansari 3,JAWA BARAT,BOGOR,CIBINONG,PAKANSARI,"Jl. Musholla Al Ikhlas Rt 010 Rw 09 Nomor 41, Cikempong, Kel. Pakansari, Kecamatan Cibinong, Kabupaten Bogor, Jawa Barat",-6.49011,106.8307,kecamatan,3201,3201210
S20283,SPPG Tapanuli Tengah Badiri Lopian,SUMATERA UTARA,TAPANULI TENGAH,BADIRI,LOPIAN,"Tanah Kita, Lopian, Kec. Badiri, Kab. Tapanuli Tengah, Sumatera Utara",1.59851,98.85833,kecamatan,1204,1204011
S20284,SPPG Jepara Kalinyamatan Pendosawalan 2,JAWA TENGAH,JEPARA,KALINYAMATAN,PENDOSAWALAN,"Desa Pendosawalan, Kecamatan Kalinyataman, Kabupaten Jepara, Jawa Tengah",-6.73536,110.69437,kecamatan,3320,3320021
S20285,SPPG Bekasi Cikarang Pusat Jayamukti 4,JAWA BARAT,BEKASI,CIKARANG PUSAT,JAYAMUKTI,"Jl. Kampung Binong Kel. Jayamukti, Kec. Cikarang Pusat, Kab. Bekasi, Jawa Barat",-6.36394,107.17799,kecamatan,3216,3216022
S20286,SPPG Lampung Selatan Kalianda Sukatani,LAMPUNG,LAMPUNG SELATAN,KALIANDA,SUKATANI,"Jl. Raya Sukatani, Sukatani, Kecamatan Kalianda, Kabupaten Lampung Selatan, Lampung",-5.73595,105.5936,kecamatan,1803,1803110
S20287,SPPG Klaten Kalikotes Ngemplak,JAWA TENGAH,KLATEN,KALIKOTES,NGEMPLAK,"Dukuh Dalangan, Desa Ngemplak, Kecamatan Kalikotes, Kabupaten Klaten, Jawa Tengah",-7.7222,110.62795,kecamatan,3310,3310070
S20288,SPPG Situbondo Mlandingan Mlandingan Kulon,JAWA TIMUR,SITUBONDO,MLANDINGAN,MLANDINGAN KULON,"Kampung Pesisir, Rt.003/Rw.002, Desa Mlandingan Kulon, Kec. Mlandingan, Kab. Situbondo, Jawa Timur",-7.78749,113.79303,kecamatan,3512,3512060
S20289,SPPG Cianjur Cipanas Palasari 4,JAWA BARAT,CIANJUR,CIPANAS,PALASARI,"Kp. Padarincang RT 002 RW 003 Desa Palasari, Kecamatan Cipanas, Kabupaten Cianjur, Jawa Barat",-6.71316,107.01851,kecamatan,3203,3203221
S20290,SPPG Pesisir Selatan Koto XI Tarusan Duku,SUMATERA BARAT,PESISIR SELATAN,KOTO XI TARUSAN,DUKU,"Jl. Jirek Kampung Benteng Nagari Duku, Kec. Koto XI Tarusan, Kab. Pesisir Selatan, Sumatera Barat",-1.15411,100.48462,kecamatan,1302,1302110
S20291,SPPG Jaksel Mampang Prapatan Pela Mampang 1,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Jl. Bangka -2E No. 2A,-6.25061,106.82079,kecamatan,3171,3171070
S20292,SPPG Kota Tanjung Pinang Tanjung Pinang Timur Air Raja,KEPULAUAN RIAU,KOTA TANJUNG PINANG,TANJUNG PINANG TIMUR,AIR RAJA,"Jl. Kampung Sungai Carang No.18, Air Raja, Tanjung Pinang Timur, Kota Tanjung Pinang, Kepulauan Riau",0.90451,104.50727,kecamatan,2172,2172020
S20293,SPPG Kota Tangerang Neglasari Selapajang Jaya,BANTEN,KOTA TANGERANG,NEGLASARI,SELAPAJANG JAYA,"Jl. Marsekal Surya Darma Baru No.21, Selapajang Jaya, Kec. Neglasari, Kota Tangerang, Banten",-6.14713,106.62324,kecamatan,3671,3671051
S20294,SPPG Kediri Plosoklaten Pranggang 2,JAWA TIMUR,KEDIRI,PLOSOKLATEN,PRANGGANG,"Dermo, Pranggang, Kecamatan Plosoklaten, Kabupaten Kediri, Jawa Timur",-7.87486,112.17879,kecamatan,3506,3506090
S20295,SPPG Lumajang Senduro Purworejo,JAWA TIMUR,LUMAJANG,SENDURO,PURWOREJO,"Sidorejo, Purworejo, Kecamatan Senduro, Kabupaten Lumajang, Jawa Timur",-8.02953,113.03694,kecamatan,3508,3508160
S20296,SPPG Karanganyar Kebakkramat Alastuwo 2,JAWA TENGAH,KARANGANYAR,KEBAKKRAMAT,ALASTUWO,"Jl. Alastuwo Banjarharjo Dusun Ngegoh Rt.003 Rw.006, Alastuwo, Kec. Kebakkramat, Kab. Karanganyar, Jawa Tengah",-7.51241,110.9149,kecamatan,3313,3313140
S20297,SPPG Bandung Majalaya Majalaya 2,JAWA BARAT,BANDUNG,MAJALAYA,MAJALAYA,"Jl. Stasion No.3-182, Majalaya, Kec. Majalaya, Kabupaten Bandung, Jawa Barat 40392",-7.0518,107.74586,kecamatan,3204,3204120
S20298,SPPG Jaksel Pancoran Duren Tiga 1,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,PANCORAN,DUREN TIGA,"Jl. Pancoran Timur III No 34, Duren Tiga, Kec. Pancoran, Kota Adm. Jakarta Selatan, Dki Jakarta",-6.2523,106.84734,kecamatan,3171,3171080
S20299,SPPG Pandeglang Labuan Banyubiru 2,BANTEN,PANDEGLANG,LABUAN,BANYUBIRU,"Kampung Pangbogoan, Banyubiru, Kec. Labuan, Kab. Pandeglang, Banten",-6.36677,105.8349,kecamatan,3601,3601120
S20300,SPPG Polewali Mandar Wonomulyo Bumimulyo,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIMULYO,"Jl. Poros Bumiayu Bumimulyo, Bumimulyo, Kec. Wonomulyo, Kab. Polewali Mandar, Sulawesi Barat",-3.41857,119.2437,kecamatan,7602,7602040
S20301,SPPG Kota Cilegon Cilegon Ciwaduk 2,BANTEN,KOTA CILEGON,CILEGON,CIWADUK,link rokal rt 3 rw 10 komplek ks pagebangan,-6.00253,106.01112,kecamatan,3672,3672030
S20302,SPPG Pati Juwana Karang,JAWA TENGAH,PATI,JUWANA,KARANG,Desa Karang Kec. Juwana Kab. Pati Jawa Tengah,-6.70991,111.15335,kecamatan,3318,3318080
S20303,SPPG Sukoharjo Sukoharjo Banmati 2,JAWA TENGAH,SUKOHARJO,SUKOHARJO,BANMATI,"Jl. Kh Samanhudi, Banmati, Kec. Sukoharjo, Kab. Sukoharjo, Jawa Tengah",-7.68303,110.81473,kecamatan,3311,3311040
S20304,SPPG Kota Serang Serang Serang 2,BANTEN,KOTA SERANG,SERANG,SERANG,"Jl. Kol Tb Suwandi Lingkungan Kelunjukan No 03, Rt002/Rw014, Serang, Kota Serang, Banten",-6.11037,106.16397,kecamatan,3673,3673040
S20305,SPPG Kota Palembang Gandus Karangjaya 2,SUMATERA SELATAN,KOTA PALEMBANG,GANDUS,KARANGJAYA,"Perumahan Bukit Sejahtera Blok Ca. 12, Karang Jaya, Kec. Gandus, Kota Palembang, Sumatera Selatan",-3.0066,104.67044,kecamatan,1671,1671011
S20306,SPPG Gresik Ujungpangkah Banyuurip,JAWA TIMUR,GRESIK,UJUNGPANGKAH,BANYUURIP,"Dusun Bondot, Banyuurip, Kec. Ujungpangkah, Kab. Gresik, Jawa Timur",-6.93532,112.54835,kecamatan,3525,3525160
S20307,SPPG Kota Malang Kedungkandang Tlogowaru,JAWA TIMUR,KOTA MALANG,KEDUNGKANDANG,TLOGOWARU,"Jl. Raya Tlogowaru No.41, Tlogowaru, Kec. Kedungkandang, Kota Malang, Jawa Timur",-8.01101,112.65562,kecamatan,3573,3573010
S20308,SPPG Jombang Kudu Sumberteguh,JAWA TIMUR,JOMBANG,KUDU,SUMBERTEGUH,"Desa Sumber Teguh, Kecamatan Kudu, Kabupaten Jombang, Jawa Timur",-7.42149,112.29801,kecamatan,3517,3517170
S20309,SPPG Aceh Timur Pante Bidari Buket Bata,ACEH,ACEH TIMUR,PANTE BIDARI,BUKET BATA,"Jl. Teupin Bate, Desa Buket Bata, Pante Bidari, Kab. Aceh Timur, Aceh",4.80675,97.48981,kecamatan,1105,1105170
S20310,SPPG Bandung Dayeuhkolot Citeureup 2,JAWA BARAT,BANDUNG,DAYEUHKOLOT,CITEUREUP,"Jl. Radio Palasari Road No 138, Citereup, Kec. Dayeuhkolot, Kab. Bandung, Jawa Barat",-6.97189,107.61265,kecamatan,3204,3204270
S20311,SPPG Bima Lambu Sumi,NUSA TENGGARA BARAT,BIMA,LAMBU,SUMI,Jl. DAM SUMI DESA RATO KECAMATAN LAMBU KABUPATEN BIMA,-8.69835,119.02272,kecamatan,5206,5206061
S20312,SPPG Gresik Balongpanggang Pucung,JAWA TIMUR,GRESIK,BALONGPANGGANG,PUCUNG,"Kampung, Pucung, Kecamatan Balongpanggang, Kabupaten Gresik, Jawa Timur",-7.27259,112.44107,kecamatan,3525,3525070
S20313,SPPG Cianjur Karangtengah Sabandar 2,JAWA BARAT,CIANJUR,KARANGTENGAH,SABANDAR,"Jl. Pasundan Kampung Sabandar Kidul Rt 002 Rw 004 Desa Sabandar Kecamatan Karangtengah Kab. Cianjur, Jawa Barat",-6.82041,107.17326,kecamatan,3203,3203190
S20314,SPPG Kota Pematangsiantar Siantar Timur Siopat Suhu 3,SUMATERA UTARA,KOTA PEMATANGSIANTAR,SIANTAR TIMUR,SIOPAT SUHU,"Jl. Cenderawasih, Siopat Suhu, Kec. Siantar Timur, Kota Pematangsiantar, Sumatera Utara",2.96256,99.07646,kecamatan,1273,1273050
S20315,SPPG Tuban Jatirogo Besowo,JAWA TIMUR,TUBAN,JATIROGO,BESOWO,"Jl. Raya Jatirogo Bulu, Besowo, Kec. Jatirogo, Kab. Tuban, Jawa Timur",-6.85862,111.64222,kecamatan,3523,3523180
S20316,SPPG Tangerang Jayanti Pasir Muncang 2,BANTEN,TANGERANG,JAYANTI,PASIR MUNCANG,"Pasir Muncang, Kec. Jayanti, Kab. Tangerang, Banten",-6.20535,106.39937,kecamatan,3603,3603131
S20317,SPPG Bojonegoro Bojonegoro Pacul 2,JAWA TIMUR,BOJONEGORO,BOJONEGORO,PACUL,Jl. Serma Abdullah Dukuhan Barat Ds.Pacul Kec.Bojonegoro Kab.Bojonegoro Jawa Timur,-7.15248,111.88693,kecamatan,3522,3522160
S20318,SPPG Tegal Bumijawa Bumijawa 4,JAWA TENGAH,TEGAL,BUMIJAWA,BUMIJAWA,"Desa Bumijawa, Kec. Bumijawa, Kab. Tegal, Jawa Tengah",-7.18543,109.12855,kecamatan,3328,3328020
S20319,SPPG Musi Rawas Purwodadi Mardi Harjo,SUMATERA SELATAN,MUSI RAWAS,PURWODADI,MARDI HARJO,Jl. Sukarno P1 Mardiharjo Kecamatan Purwodadi Kabupaten Musi Rawas Provinsi Sumatera Selatan,-3.08333,103.2,kabkota,1605,1605041
S20320,SPPG Tulang Bawang Barat Lambu Kibang Pagar Jaya,LAMPUNG,TULANG BAWANG BARAT,LAMBU KIBANG,PAGAR JAYA,"Desa Pagar Jaya Rt 09, Rw 02, Kecamatan Lambu Kibang, Kabupaten Tulang Bawang Barat, Lampung",-4.34479,105.14929,kecamatan,1812,1812050
S20321,SPPG Garut Tarogong Kidul Sukajaya 2,JAWA BARAT,GARUT,TAROGONG KIDUL,SUKAJAYA,"Kampung Panawuan Rt 003 Rw 011 Kel. Sukajaya, Kec. Tarogong Kidul, Kab. Garut, Jawa Barat",-7.21179,107.87616,kecamatan,3205,3205181
S20322,SPPG Lampung Timur Braja Selebah Braja Yekti,LAMPUNG,LAMPUNG TIMUR,BRAJA SELEBAH,BRAJA YEKTI,"Desa Braja Yekti, Kecamatan Braja Selebah, Rt/Rw. 005/002, Kab. Lampung Timur, Lampung",-5.20214,105.77033,kecamatan,1804,1804081
S20323,SPPG Bangkalan Burneh Tunjung,JAWA TIMUR,BANGKALAN,BURNEH,TUNJUNG,"Jl. Raya Ketengan No 62 Tunjung, Kec. Burneh, Kab. Bangkalan, Jawa Timur",-7.03297,112.79863,kecamatan,3526,3526120
S20324,SPPG Ogan Komering Ulu Peninjauan Durian 2,SUMATERA SELATAN,OGAN KOMERING ULU,PENINJAUAN,DURIAN,"Desa Durian, Kec. Peninjauan, Kab. Ogan Komering Ulu, Sumatera Selatan",-3.81409,104.3414,kecamatan,1601,1601090
S20325,SPPG Pesisir Barat Pesisir Tengah Seray,LAMPUNG,PESISIR BARAT,PESISIR TENGAH,SERAY,"Jl. Palapa, Desa Seray, Kec. Pesisir Tengah, Kab. Pesisir Barat, Lampung",-5.18445,103.97241,kecamatan,1813,1813060
S20326,SPPG Sukabumi Cisolok Wanajaya,JAWA BARAT,SUKABUMI,CISOLOK,WANAJAYA,"Ciodeng 005/002, Wanajaya, Kecamatan Cisolok, Kabupaten Sukabumi, Jawa Barat",-6.86686,106.46415,kecamatan,3202,3202290
S20327,SPPG Kota Padang Pauh Cupak Tangah,SUMATERA BARAT,KOTA PADANG,PAUH,CUPAK TANGAH,"Jalan Raya Sungai Balang, Kelurahan Cupak Tengah, Kec. Pauh, Kota Padang, Provinsi Sumatera Barat",-0.98333,100.45,kabkota,1371,1371100
S20328,SPPG Kota Pekanbaru Lima Puluh Sekip 3,RIAU,KOTA PEKANBARU,LIMA PULUH,SEKIP,"Jl. Dr. Sutomo No.89, Kelurahan Sekip, Kecamatan Lima Puluh, Kota Pekan Baru, Riau",0.53615,101.45947,kecamatan,1471,1471030
S20329,SPPG Kota Pekanbaru Bukit Raya Tangkerang Utara,RIAU,KOTA PEKANBARU,BUKIT RAYA,TANGKERANG UTARA,"Jl. Sidodadi No. 5, Tangkerang Utara, Kec. Bukit Raya, Kota Pekanbaru, Riau",0.53333,101.46667,kabkota,1471,1471020
S20330,SPPG Kota Bandung Arcamanik Sukamiskin 1,JAWA BARAT,KOTA BANDUNG,ARCAMANIK,SUKAMISKIN,"Jl. Karate No.1, Sukamiskin, Rt 05 rw 10 Arcamanik, Bandung City, West Java 40293",-6.91791,107.67777,kecamatan,3273,3273130
S20331,SPPG Bengkulu Selatan Kota Manna Ibul,BENGKULU,BENGKULU SELATAN,KOTA MANNA,IBUL,Jl. Buldani Masik Rt 007/000 Kelurahan Ibul Kec. Kota Manna Kab. Bengkulu Selatan,-4.4775,102.9032,kecamatan,1701,1701041
S20332,SPPG Aceh Timur Indra Makmu Alue Ie Mirah,ACEH,ACEH TIMUR,INDRA MAKMU,ALUE IE MIRAH,"Jl. Alue Ie Mirah Suka Makmu, Dusun Mesjid, Gampong Alue Ie Mirah, Kecamatan Indra Makmu, Kabupaten Aceh Timur, Aceh",4.87148,97.58974,kecamatan,1105,1105161
S20333,SPPG Wonogiri Pracimantoro Pracimantoro 2,JAWA TENGAH,WONOGIRI,PRACIMANTORO,PRACIMANTORO,"Ngulu Tengah Rt 3 Rw 8 Pracimantoro Wonogiri, Kec. Pracimantoro, Kab. Wonogiri, Jawa Tengah",-8.04705,110.8131,kecamatan,3312,3312010
S20334,SPPG Kota Semarang Pedurungan Pedurungan Tengah 2,JAWA TENGAH,KOTA SEMARANG,PEDURUNGAN,PEDURUNGAN TENGAH,"Jl. Soekarno Hatta 112, Pedurungan Tengah, Kecamatan Pedurungan, Kota Semarang, Jawa Tengah",-6.99872,110.46792,kecamatan,3374,3374080
S20335,SPPG Bandung Barat Cipeundeuy Margaluyu,JAWA BARAT,BANDUNG BARAT,CIPEUNDEUY,MARGALUYU,"Margaluyu, Kecamatan Cipeundeuy, Kabupaten Bandung Barat, Jawa Barat",-6.72999,107.3594,kecamatan,3217,3217150
S20336,SPPG Kediri Kepung Keling 2,JAWA TIMUR,KEDIRI,KEPUNG,KELING,"Ringinagung Rt.016/004, Keling, Kec. Kepung, Kab. Kediri, Jawa Timur",-7.7881,112.27417,kecamatan,3506,3506120
S20337,SPPG Cianjur Sukaluyu Sukamulya,JAWA BARAT,CIANJUR,SUKALUYU,SUKAMULYA,"Jl. Sukaluyu, RT 02 RW 08, Desa Sukaluyu, Kecamatan Sukaluyu, Kabupaten Cianjur",-6.80308,107.23709,kecamatan,3203,3203150
S20338,SPPG Jember Umbulsari Umbulsari,JAWA TIMUR,JEMBER,UMBULSARI,UMBULSARI,"Dusun Krajan, Umbulsari, Kec. Umbulsari, Kab. Jember, Jawa Timur",-8.25071,113.41808,kecamatan,3509,3509140
S20339,SPPG Klaten Karangdowo Demangan,JAWA TENGAH,KLATEN,KARANGDOWO,DEMANGAN,"Buluran, Demangan, Kecamatan Karangdowo, Kabupaten Klaten, Jawa Tengah",-7.71519,110.73682,kecamatan,3310,3310150
S20340,SPPG Lombok Tengah Jonggat Puyung 4,NUSA TENGGARA BARAT,LOMBOK TENGAH,JONGGAT,PUYUNG,"Kerembeng Taman Daya, Puyung, Kec. Jonggat, Kab. Lombok Tengah, Nusa Tenggara Barat",-8.66883,116.21865,kecamatan,5202,5202070
S20341,SPPG Kota Batam Bengkong Sadai 2,KEPULAUAN RIAU,KOTA BATAM,BENGKONG,SADAI,"Bengkong Trade Centre, Sadai, Kec. Bengkong, Kota Batam, Kepulauan Riau",1.14332,104.03626,kecamatan,2171,2171081
S20342,SPPG Kota Bima Mpunda Monggonao 2,NUSA TENGGARA BARAT,KOTA BIMA,MPUNDA,MONGGONAO,"Jl. Sukun Desa Monggonao, No, 6, Kecamatan Mpunda, Kota Bima, Nusa Tenggara Barat",-8.47082,118.73729,kecamatan,5272,5272011
S20343,SPPG Pati Kayen Kayen 2,JAWA TENGAH,PATI,KAYEN,KAYEN,"Dusun Karanggempol, Rt.05 Rw. 08, Kayen, Kec. Kayen, Kabupaten Pati, Provinsi Jawa Tengah",-6.89914,110.98643,kecamatan,3318,3318020
S20344,SPPG Jepara Donorojo Tulakan 4,JAWA TENGAH,JEPARA,DONOROJO,TULAKAN,"Desa Tulakan, Kecamatan Donorojo, Kabupaten Jepara, Jawa Tengah",-8.14756,110.93874,kecamatan,3320,3320111
S20345,SPPG Purworejo Purworejo Pangenjurutengah,JAWA TENGAH,PURWOREJO,PURWOREJO,PANGENJURUTENGAH,"Pangenjuru Tengah Rt.003/Rw.006, Gg. Puntadewa, Kec. Purworejo, Kab. Purworejo",-7.71358,110.00783,kecamatan,3306,3306060
