nama,jenis,kanwil,kancab,provinsi,kab_kota,alamat,lat,lon,kapasitas_ton,sumber
Gudang BULOG Kediri 1,,Bali,,Bali,Kab. Tabanan,"Jl. Wagimin No. 10, Desa Kediri, Kec. Kediri, Tabanan",-8.5666,115.1412,,"Laporan KP ULBI (eprints.ulbi.ac.id/528), koordinat 8°33'59.7""S 115°08'28.2""E"
